address,eligible,status_text,latency_sec,checked_at,lat,lon,method
106 Peel Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.369530+00:00,-37.8055796,144.9562848,error
283 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.379767+00:00,-37.8332497,144.9609239,error
167 Franklin Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.390487+00:00,-37.8088493,144.9591089,error
95 Howard Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.400854+00:00,-37.8047505,144.9536441,error
320 Collins Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.411077+00:00,-37.8161957,144.9635399,error
393 Bay Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.422111+00:00,-37.8346828,144.9456549,error
111 Barry Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.433384+00:00,-37.8011727,144.9593581,error
815 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.443759+00:00,-37.7973869,144.9642847,error
25 - upstairs Easey Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.454300+00:00,-37.7980391,144.9862121,error
31-39 Keele Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.464753+00:00,-37.7970912,144.9858952,error
12-18 Yarra Place Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.475190+00:00,-37.8313001,144.9603137,error
10 Healeys Lane Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.485622+00:00,-37.8134380,144.9558570,error
546 Collins Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.496074+00:00,-37.8184563,144.9557352,error
18-38 Siddeley Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.506615+00:00,-37.8229566,144.9545418,error
186 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.517001+00:00,-37.8130263,144.9657042,error
27-29 Robert Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.527339+00:00,-37.8059263,144.9879518,error
106 Cambridge Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.537659+00:00,-37.8051220,144.9856070,error
270 Russell Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.548081+00:00,-37.8101301,144.9670905,error
456 Lonsdale Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.558017+00:00,-37.8132000,144.9580000,error
190 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.568161+00:00,-37.8030874,144.9837185,error
39 Vere Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.578242+00:00,-37.8022594,144.9890119,error
302-310 Wellington Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.588489+00:00,-37.7984304,144.9876932,error
320 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.598886+00:00,-37.7977132,144.9787221,error
326 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.609086+00:00,-37.7974789,144.9787769,error
106 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.619440+00:00,-37.8053340,144.9833578,error
38 Siddeley Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.629935+00:00,-37.8231181,144.9540880,error
344 Rathdowne Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.640148+00:00,-37.7905932,144.9718937,error
320 Rathdowne Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.651029+00:00,-37.7910853,144.9718262,error
123 Lygon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:13.663313+00:00,-37.8041370,144.9661545,error
152 Kerr Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.674493+00:00,-37.7970868,144.9808061,error
77 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.685186+00:00,-37.7994167,144.9875630,error
109 Lygon Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.696239+00:00,-37.8044820,144.9661040,error
111 Lygon Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.707320+00:00,-37.8042399,144.9661393,error
265-267 Bay Street Melbourne VIC,False,error:ElementNotInteractableException,0.034,2025-08-12T09:53:13.740936+00:00,-37.8376168,144.9430457,error
15 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.752376+00:00,-37.8009619,144.9852834,error
17 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.763415+00:00,-37.8009723,144.9853786,error
19 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.774450+00:00,-37.8009788,144.9854417,error
2 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.784825+00:00,-37.8006406,144.9844078,error
20 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.795437+00:00,-37.8006227,144.9848892,error
21 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.805934+00:00,-37.8009873,144.9855249,error
215 Wellington Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.815814+00:00,-37.8012139,144.9868352,error
23 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.826129+00:00,-37.8009956,144.9856174,error
25 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.836841+00:00,-37.8010042,144.9856805,error
27-29 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.847549+00:00,-37.8010085,144.9857582,error
31 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.857943+00:00,-37.8010147,144.9858374,error
33 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.868051+00:00,-37.8010191,144.9859004,error
35 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.878492+00:00,-37.8010253,144.9859660,error
39 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.889178+00:00,-37.8010339,144.9860506,error
4 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.899412+00:00,-37.8005937,144.9845824,error
41 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:13.909795+00:00,-37.8010423,144.9861323,error
43 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:13.922314+00:00,-37.8010615,144.9862161,error
45 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:13.935967+00:00,-37.8010699,144.9863189,error
47 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.947097+00:00,-37.8010947,144.9864194,error
49 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.957836+00:00,-37.8010847,144.9865254,error
5 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.968533+00:00,-37.8009131,144.9848331,error
64 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.979281+00:00,-37.8001552,144.9878319,error
7 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:13.990684+00:00,-37.8009222,144.9849203,error
72 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.001363+00:00,-37.8001800,144.9881069,error
73 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.012083+00:00,-37.7994053,144.9874660,error
74 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.022323+00:00,-37.8001891,144.9881900,error
76 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.032766+00:00,-37.8001996,144.9882818,error
78 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.043042+00:00,-37.8002097,144.9883731,error
80 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.053461+00:00,-37.8002156,144.9884247,error
80a Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.063691+00:00,-37.8002224,144.9884811,error
82 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.074015+00:00,-37.8002288,144.9885300,error
84 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.084456+00:00,-37.8002404,144.9886266,error
85 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.094799+00:00,-37.7994310,144.9877373,error
86 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.105072+00:00,-37.8002510,144.9887311,error
9-11 Otter Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.115506+00:00,-37.8010221,144.9850112,error
119–121 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.125631+00:00,-37.8148631,144.9660188,error
120 Spencer Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.135787+00:00,-37.8177553,144.9537724,error
121 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.146154+00:00,-37.8040200,144.9773058,error
123 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.156375+00:00,-37.8038094,144.9772905,error
133 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.166627+00:00,-37.8145642,144.9663031,error
140 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.176727+00:00,-37.8036854,144.9778340,error
144 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.187034+00:00,-37.8141092,144.9661151,error
154 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.197109+00:00,-37.8140111,144.9660918,error
156 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.207358+00:00,-37.8139566,144.9660736,error
158 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.218033+00:00,-37.8138588,144.9660226,error
172 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.228229+00:00,-37.8117310,144.9671160,error
188 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.238560+00:00,-37.8120088,144.9667650,error
202 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.249081+00:00,-37.8120277,144.9666995,error
204 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.259384+00:00,-37.8120463,144.9666348,error
214 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.269513+00:00,-37.8121686,144.9662098,error
220 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.279979+00:00,-37.8122096,144.9660671,error
234 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.290436+00:00,-37.8122678,144.9658927,error
24-26 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.300569+00:00,-37.7981493,144.9757440,error
258 Lonsdale Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.310729+00:00,-37.8115052,144.9643700,error
264 Lonsdale Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.321114+00:00,-37.8115346,144.9642343,error
270 Lonsdale Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.331648+00:00,-37.8115645,144.9641469,error
282 Lonsdale Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.341922+00:00,-37.8116054,144.9639900,error
34 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.352262+00:00,-37.8064236,144.9773134,error
35 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.362404+00:00,-37.8062276,144.9768799,error
385 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.372747+00:00,-37.8142645,144.9623794,error
39 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.383053+00:00,-37.8061545,144.9768890,error
43 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.393316+00:00,-37.8060807,144.9769024,error
455 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.403656+00:00,-37.8153068,144.9602921,error
461 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.414285+00:00,-37.8154762,144.9596424,error
478 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.425158+00:00,-37.8150415,144.9597626,error
53 Spencer Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.435791+00:00,-37.8205014,144.9545443,error
550 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.446389+00:00,-37.8157636,144.9569250,error
600 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.457296+00:00,-37.8158744,144.9561649,error
601 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.467766+00:00,-37.8164060,144.9562429,error
623 Spencer Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.478245+00:00,-37.8188784,144.9542769,error
672 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.488510+00:00,-37.8166633,144.9539356,error
696 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.498893+00:00,-37.8167930,144.9533376,error
80 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.509238+00:00,-37.7983860,144.9772759,error
84 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.519581+00:00,-37.7984175,144.9776547,error
90 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:14.532030+00:00,-37.8048010,144.9776558,error
90 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.542576+00:00,-37.8151593,144.9666700,error
91 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.552733+00:00,-37.8153464,144.9661861,error
1 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.563015+00:00,-37.8021925,144.9842410,error
10 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.573450+00:00,-37.7998914,144.9853626,error
10 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.583941+00:00,-37.8020043,144.9846307,error
11 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.594209+00:00,-37.8022693,144.9853921,error
13 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.604645+00:00,-37.7999950,144.9850303,error
15 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.614853+00:00,-37.8000009,144.9850618,error
22 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.625076+00:00,-37.8020212,144.9848265,error
24 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.635309+00:00,-37.8019768,144.9849604,error
26 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.645581+00:00,-37.8020083,144.9850568,error
28 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.022,2025-08-12T09:53:14.667831+00:00,-37.8020120,144.9850976,error
3 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.015,2025-08-12T09:53:14.682628+00:00,-37.8021989,144.9843134,error
5 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.693521+00:00,-37.8022073,144.9843912,error
5a Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.705005+00:00,-37.8022137,144.9844448,error
6 Stanley Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:14.716839+00:00,-37.8019894,144.9844831,error
9 Perry Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.727966+00:00,-37.7999977,144.9849801,error
198-203 William Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.738656+00:00,-37.8146007,144.9574188,error
1 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.748940+00:00,-37.7994211,144.9849098,error
10 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.759272+00:00,-37.8001076,144.9849522,error
10 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.769424+00:00,-37.8014089,144.9855550,error
11 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.779927+00:00,-37.7998365,144.9847914,error
12 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.789602+00:00,-37.8001882,144.9849415,error
12 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.799923+00:00,-37.8014195,144.9856059,error
14 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.810638+00:00,-37.8002519,144.9849313,error
14 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.820896+00:00,-37.8014259,144.9856623,error
15 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.831435+00:00,-37.8003365,144.9847403,error
16 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.841593+00:00,-37.8003026,144.9849231,error
16 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.852058+00:00,-37.8014280,144.9857159,error
17 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.862717+00:00,-37.8002665,144.9847510,error
18 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.873390+00:00,-37.8014369,144.9858057,error
1a Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.883997+00:00,-37.7992937,144.9849335,error
15 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.894498+00:00,-37.7992594,144.9850950,error
20 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.904873+00:00,-37.8014661,144.9859124,error
207 Wellington Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.915923+00:00,-37.8015615,144.9868103,error
209 Wellington Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.926643+00:00,-37.8015107,144.9868183,error
22 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.937367+00:00,-37.8014767,144.9860197,error
23 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.948085+00:00,-37.8004340,144.9847269,error
23a Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.959020+00:00,-37.8004933,144.9847135,error
24 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.969461+00:00,-37.8014746,144.9860941,error
26 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:14.980052+00:00,-37.8014916,144.9862524,error
28-30 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:14.990334+00:00,-37.8015043,144.9864508,error
3 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.000985+00:00,-37.7995014,144.9848931,error
39 Little Wellington Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.011927+00:00,-37.8012430,144.9853095,error
4 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.022403+00:00,-37.7996171,144.9852082,error
4 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.032815+00:00,-37.8013935,144.9852250,error
43 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.043285+00:00,-37.8016611,144.9863497,error
5 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.053805+00:00,-37.7995715,144.9848803,error
5-7 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.063998+00:00,-37.8013689,144.9850075,error
6 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.074216+00:00,-37.8014047,144.9853545,error
6-8 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.084504+00:00,-37.7998130,144.9850086,error
7 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:15.096090+00:00,-37.7996330,144.9848696,error
7a Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.106372+00:00,-37.7997166,144.9848306,error
8 Napoleon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.116741+00:00,-37.8013941,144.9854584,error
9 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.126829+00:00,-37.7997708,144.9847994,error
331 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.137280+00:00,-37.7992095,144.9840678,error
227 Gertrude Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.147718+00:00,-37.8061420,144.9820640,error
306-308 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.158005+00:00,-37.8337365,144.9607288,error
250 Coventry Street Melbourne VIC,False,error:ElementNotInteractableException,0.030,2025-08-12T09:53:15.188035+00:00,-37.8315440,144.9606680,error
254 Coventry Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:15.199625+00:00,-37.8316098,144.9604906,error
258 Coventry Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.210618+00:00,-37.8316570,144.9602980,error
265 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.221572+00:00,-37.8326224,144.9606568,error
104 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.232540+00:00,-37.8053665,144.9833539,error
55 Keele Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.243235+00:00,-37.7972090,144.9867433,error
324 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.253701+00:00,-37.7976346,144.9787358,error
150 Gertrude Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.264683+00:00,-37.8061071,144.9796323,error
44-52 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.275130+00:00,-37.7990401,144.9863996,error
54 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.285456+00:00,-37.7990860,144.9867299,error
56 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.295725+00:00,-37.7990940,144.9868130,error
235 Gertrude Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.306388+00:00,-37.8061707,144.9823620,error
9 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.316600+00:00,-37.7991409,144.9848575,error
251 Russell Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.327009+00:00,-37.8105060,144.9668170,error
289-299 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.337148+00:00,-37.8111789,144.9643151,error
33 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.347432+00:00,-37.8331630,144.9693890,error
310 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.357630+00:00,-37.7999748,144.9842549,error
306 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.367812+00:00,-37.8000692,144.9842410,error
302 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.378102+00:00,-37.8001760,144.9842320,error
300 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.388310+00:00,-37.8002330,144.9842210,error
79 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.399549+00:00,-37.7994186,144.9875953,error
117 Elgin Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.412765+00:00,-37.7977290,144.9707550,error
339 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.424585+00:00,-37.8103667,144.9639660,error
164 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:15.436715+00:00,-37.8125530,144.9683060,error
160-162 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:15.449134+00:00,-37.8125120,144.9684070,error
344 St Kilda Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.459840+00:00,-37.8307200,144.9708680,error
100 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.470898+00:00,-37.8331744,144.9680516,error
342A St Kilda Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:15.481481+00:00,-37.8306147,144.9709281,error
146A Elgin Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:15.491973+00:00,-37.7971344,144.9695449,error
