address,eligible,status_text,latency_sec,checked_at,lat,lon,method
28 Blackwood Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.754477+00:00,-37.8012925,144.9552944,error
22 Blackwood Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.766626+00:00,-37.8014438,144.9551034,error
12 Blackwood Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.778088+00:00,-37.8016427,144.9548520,error
23 Blackwood Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.789442+00:00,-37.8009470,144.9553230,error
120 Capel Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.801984+00:00,-37.8051944,144.9554928,error
10-20 Courtney Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.813709+00:00,-37.8025061,144.9550047,error
1-11 Bedford Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.825790+00:00,-37.8024590,144.9553500,error
51 Gipps Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.837248+00:00,-37.8047536,144.9886343,error
121 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.848442+00:00,-37.7982584,144.9789257,error
7 Murphy Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:01.861118+00:00,-37.7976007,144.9514060,error
5 Murphy Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.872409+00:00,-37.7976791,144.9512929,error
1 Murphy Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.884063+00:00,-37.7977808,144.9511727,error
2 Chapman Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.895129+00:00,-37.7979992,144.9509764,error
2A Chapman Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.906285+00:00,-37.7979700,144.9509398,error
8 Chapman Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.918054+00:00,-37.7978724,144.9507899,error
117 Flemington Road Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.929922+00:00,-37.7972250,144.9516823,error
117A Flemington Road Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:01.941856+00:00,-37.7971572,144.9515965,error
118 Flemington Road Melbourne VIC,False,error:ElementNotInteractableException,0.014,2025-08-12T09:53:01.956205+00:00,-37.7970894,144.9515107,error
123 Flemington Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.967603+00:00,-37.7968791,144.9512618,error
"220,222,224 Errol Street Melbourne VIC",False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.979117+00:00,-37.7978222,144.9508015,error
"226,228 Errol Street Melbourne VIC",False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:01.990089+00:00,-37.7977372,144.9508211,error
"242,244 Errol Street Melbourne VIC",False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.001298+00:00,-37.7973727,144.9509093,error
"250,252 Errol Street Melbourne VIC",False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.012825+00:00,-37.7971829,144.9509496,error
1 Chapman Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.023702+00:00,-37.7980035,144.9503136,error
11 Chapman Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.034644+00:00,-37.7977690,144.9500242,error
8 Whiteman Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.045915+00:00,-37.8242677,144.9577541,error
159 Domain Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.056868+00:00,-37.8341478,144.9815358,error
169 Domain Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.067848+00:00,-37.8341668,144.9816512,error
123 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.078722+00:00,-37.8342833,144.9823458,error
3 Toorak Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.090256+00:00,-37.8382088,144.9867145,error
9 Toorak Road Melbourne VIC,False,error:ElementNotInteractableException,0.029,2025-08-12T09:53:02.119097+00:00,-37.8382359,144.9868690,error
69 Victoria Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.131262+00:00,-37.7988255,144.9771439,error
63 Nicholson Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.142442+00:00,-37.7995936,144.9744080,error
260 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.154010+00:00,-37.8324480,144.9601330,error
209 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.166344+00:00,-37.8309126,144.9598544,error
3 Hardwicke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.177318+00:00,-37.7982096,144.9468714,error
252 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.188796+00:00,-37.7998890,144.9783730,error
322 City Road Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.200405+00:00,-37.8276047,144.9578222,error
120 Montague Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.211499+00:00,-37.8312032,144.9503971,error
411 George Street Melbourne VIC,False,,33.476,2025-08-12T09:53:02.222207+00:00,-37.7972297,144.9819606,dom
141 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.223545+00:00,-37.7983052,144.9794393,error
103 Flemington Road Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.235840+00:00,-37.7982145,144.9529108,error
18 Mary Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.247700+00:00,-37.7992218,144.9521913,error
34 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:02.260784+00:00,-37.7977874,144.9485838,error
40 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.018,2025-08-12T09:53:02.278850+00:00,-37.7977091,144.9484939,error
42 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.291069+00:00,-37.7976382,144.9483950,error
52 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.302534+00:00,-37.7974754,144.9482061,error
54 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.314308+00:00,-37.7973903,144.9481076,error
58 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.325799+00:00,-37.7972719,144.9479572,error
62 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.336997+00:00,-37.7971905,144.9478542,error
84 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.348907+00:00,-37.7968163,144.9473805,error
86 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.360077+00:00,-37.7967497,144.9473135,error
96 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.371209+00:00,-37.7965273,144.9470357,error
"18,18A Molesworth Street Melbourne VIC",False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.382750+00:00,-37.7981147,144.9490022,error
20 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.393648+00:00,-37.7980605,144.9489340,error
32 Molesworth Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.404722+00:00,-37.7978651,144.9486913,error
13 Chapman Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.416724+00:00,-37.7975703,144.9497339,error
117 Chapman Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.428459+00:00,-37.7953932,144.9470388,error
432 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.440698+00:00,-37.7962725,144.9468718,error
440 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.452010+00:00,-37.7960986,144.9469012,error
442 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.463048+00:00,-37.7960407,144.9469094,error
444-446 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.474286+00:00,-37.7959621,144.9469207,error
448 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.485302+00:00,-37.7958979,144.9469376,error
460 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.496769+00:00,-37.7956344,144.9469844,error
433 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.507896+00:00,-37.7961662,144.9464739,error
469 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.518784+00:00,-37.7952356,144.9466296,error
483 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.530058+00:00,-37.7949133,144.9467104,error
525 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.541561+00:00,-37.7940542,144.9468498,error
393 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.552906+00:00,-37.7974211,144.9463007,error
423 Abbotsford Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.564280+00:00,-37.7966412,144.9464638,error
190 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.575201+00:00,-37.8344510,144.9635970,error
39 Melrose Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.586269+00:00,-37.7947432,144.9415880,error
422 George Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.597780+00:00,-37.7969010,144.9823560,error
165 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.608878+00:00,-37.7982430,144.9804990,error
247 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.619468+00:00,-37.7998880,144.9780260,error
120 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.630960+00:00,-37.7984914,144.9789451,error
231 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.641702+00:00,-37.8004590,144.9779130,error
144 Nicholson Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.652840+00:00,-37.8011460,144.9745920,error
293 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.665095+00:00,-37.7985491,144.9782874,error
347 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.676971+00:00,-37.7968516,144.9785347,error
19 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.689057+00:00,-37.8330238,144.9698810,error
211 Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.700197+00:00,-37.8177412,144.9670520,error
11-13 Toorak Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.711242+00:00,-37.8382457,144.9869545,error
123a Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.722707+00:00,-37.8343744,144.9823405,error
320 St Kilda Road Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.733607+00:00,-37.8294390,144.9708850,error
23 Dorcas Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.744614+00:00,-37.8305470,144.9697950,error
119 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.756375+00:00,-37.8344339,144.9823261,error
19 Dorcas Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.767431+00:00,-37.8305020,144.9699770,error
27 Dorcas Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.778480+00:00,-37.8305860,144.9696420,error
196 Wells Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.789694+00:00,-37.8321480,144.9697520,error
194 Wells Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.800891+00:00,-37.8320720,144.9697310,error
192 Wells Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.811718+00:00,-37.8320000,144.9696990,error
190 Wells Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.822762+00:00,-37.8319280,144.9696910,error
1 Bank Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.835114+00:00,-37.8318310,144.9696640,error
345 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.846588+00:00,-37.7969236,144.9785240,error
343 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.858425+00:00,-37.7969681,144.9785186,error
341 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.869839+00:00,-37.7970170,144.9785130,error
339 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.881339+00:00,-37.7970740,144.9785080,error
335 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.893241+00:00,-37.7972430,144.9784810,error
8 Fogarty Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.903893+00:00,-37.7980501,144.9405445,error
12 Fogarty Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:02.915062+00:00,-37.7982223,144.9403078,error
8-16 Palmerston Crescent Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:02.927794+00:00,-37.8334559,144.9699547,error
407D St Kilda Road Melbourne VIC,False,error:ElementNotInteractableException,0.029,2025-08-12T09:53:02.956647+00:00,-37.8363200,144.9762260,error
401 St Kilda Road Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:02.970194+00:00,-37.8357640,144.9759390,error
379 St Kilda Road Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:02.982433+00:00,-37.8351250,144.9753730,error
153 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.014,2025-08-12T09:53:02.996135+00:00,-37.8029307,144.9775159,error
171-173 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.008757+00:00,-37.8024384,144.9775568,error
175 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.021724+00:00,-37.8022430,144.9776060,error
161-163 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.034363+00:00,-37.8027120,144.9775540,error
148 Gertrude Street Melbourne VIC,False,error:ElementNotInteractableException,0.016,2025-08-12T09:53:03.050496+00:00,-37.8061020,144.9792650,error
224-228 Smith Street Melbourne VIC,False,error:ElementNotInteractableException,0.015,2025-08-12T09:53:03.065500+00:00,-37.8023371,144.9838501,error
340 St Kilda Road Melbourne VIC,False,error:ElementNotInteractableException,0.015,2025-08-12T09:53:03.080424+00:00,-37.8304840,144.9708600,error
3 Bank Street Melbourne VIC,False,error:ElementNotInteractableException,0.015,2025-08-12T09:53:03.095074+00:00,-37.8318532,144.9695823,error
68 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.014,2025-08-12T09:53:03.109315+00:00,-37.8329320,144.9688140,error
196 Albert Road Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.122595+00:00,-37.8371840,144.9674550,error
55 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.134585+00:00,-37.8333509,144.9686030,error
273 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.015,2025-08-12T09:53:03.149209+00:00,-37.7992342,144.9781506,error
271 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.161984+00:00,-37.7992836,144.9781460,error
269 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.014,2025-08-12T09:53:03.176463+00:00,-37.7993313,144.9781405,error
206 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.081,2025-08-12T09:53:03.257829+00:00,-37.8310010,144.9594127,error
238 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.031,2025-08-12T09:53:03.288889+00:00,-37.8317770,144.9597680,error
270-272 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.016,2025-08-12T09:53:03.304542+00:00,-37.8326346,144.9602239,error
278 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.014,2025-08-12T09:53:03.318650+00:00,-37.8327999,144.9602722,error
280 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.026,2025-08-12T09:53:03.344904+00:00,-37.8328804,144.9603151,error
103 Cecil Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.357661+00:00,-37.8305990,144.9568991,error
264 Kings Way Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.369976+00:00,-37.8328890,144.9667690,error
237 Moray Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.383008+00:00,-37.8334741,144.9638666,error
177 Bank Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.394960+00:00,-37.8340760,144.9618950,error
311 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.407334+00:00,-37.8342112,144.9613278,error
186 Park Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.419547+00:00,-37.8344441,144.9637596,error
189 Bank Street Melbourne VIC,False,error:ElementNotInteractableException,0.037,2025-08-12T09:53:03.456315+00:00,-37.8344164,144.9606285,error
332-334 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.468939+00:00,-37.8344156,144.9610011,error
328 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.481971+00:00,-37.8343054,144.9609609,error
344 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.017,2025-08-12T09:53:03.499231+00:00,-37.8347122,144.9611379,error
346 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.014,2025-08-12T09:53:03.513309+00:00,-37.8347610,144.9611616,error
330 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.525886+00:00,-37.8343393,144.9609770,error
350 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.538069+00:00,-37.8348224,144.9611914,error
352 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.549704+00:00,-37.8348749,144.9612170,error
354 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.561540+00:00,-37.8349274,144.9612425,error
356 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.573928+00:00,-37.8349763,144.9612663,error
362 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.585300+00:00,-37.8351214,144.9613368,error
360 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.597800+00:00,-37.8350811,144.9613172,error
268 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.609251+00:00,-37.7993698,144.9784906,error
221 Brunswick Street Melbourne VIC,False,error:ElementNotInteractableException,0.017,2025-08-12T09:53:03.626051+00:00,-37.8008150,144.9778680,error
670 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.638409+00:00,-37.8166802,144.9541098,error
629 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.649557+00:00,-37.8167994,144.9552063,error
82 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.661440+00:00,-37.7983244,144.9772804,error
72 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.674818+00:00,-37.7983290,144.9770020,error
34 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.686678+00:00,-37.7982170,144.9759710,error
36 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.699171+00:00,-37.7982227,144.9760290,error
38a Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.709816+00:00,-37.7983073,144.9760640,error
42 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.720559+00:00,-37.7982400,144.9761860,error
44 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.731799+00:00,-37.7982439,144.9762410,error
46 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.742588+00:00,-37.7982460,144.9762881,error
50 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.754055+00:00,-37.7982480,144.9763540,error
58 Johnston Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.765960+00:00,-37.7982620,144.9765720,error
20-30 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.776968+00:00,-37.8111830,144.9721660,error
127 Russell Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.789423+00:00,-37.8136466,144.9682102,error
88 Albert Road Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.801321+00:00,-37.8352632,144.9705418,error
322 Lonsdale Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.812799+00:00,-37.8117068,144.9629386,error
"33,35,37 Swanston Street Melbourne VIC",False,error:ElementNotInteractableException,0.037,2025-08-12T09:53:03.850077+00:00,-37.8166430,144.9668410,error
37 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.017,2025-08-12T09:53:03.866950+00:00,-37.8166258,144.9668517,error
224 Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.879447+00:00,-37.8174750,144.9668400,error
238 Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.891766+00:00,-37.8175372,144.9665144,error
28-32 Elizabeth Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.903419+00:00,-37.8172878,144.9648840,error
276 Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.915095+00:00,-37.8175611,144.9649673,error
250 Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.014,2025-08-12T09:53:03.929119+00:00,-37.8176298,144.9661635,error
238b Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:03.941576+00:00,-37.8175572,144.9664548,error
244 Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.953017+00:00,-37.8175360,144.9662107,error
172 Flinders Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.964080+00:00,-37.8169940,144.9685260,error
161 Flinders Lane Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.975227+00:00,-37.8160266,144.9690557,error
165 Flinders Lane Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:03.986601+00:00,-37.8159734,144.9689591,error
333 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.013,2025-08-12T09:53:03.999220+00:00,-37.8105460,144.9639030,error
150 Flinders Lane Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.010553+00:00,-37.8156596,144.9692274,error
228 Flinders Lane Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.021889+00:00,-37.8164799,144.9663777,error
271 Collns Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.033067+00:00,-37.8162313,144.9646344,error
67 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.044194+00:00,-37.8159830,144.9665530,error
67 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.055541+00:00,-37.8160490,144.9665800,error
99 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.066563+00:00,-37.8153414,144.9662745,error
101 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.077840+00:00,-37.8152969,144.9662503,error
20 Spring Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:04.089423+00:00,-37.8131993,144.9743546,error
236 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.100450+00:00,-37.8127870,144.9664290,error
235 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.111532+00:00,-37.8124670,144.9657060,error
209 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:04.123268+00:00,-37.8123759,144.9661687,error
203 Little Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.134060+00:00,-37.8122540,144.9666308,error
200 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.145197+00:00,-37.8123424,144.9672583,error
206 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.156189+00:00,-37.8129320,144.9669190,error
188 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.167222+00:00,-37.8129390,144.9656680,error
140 Swanston Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.177799+00:00,-37.8142862,144.9663757,error
235 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.188562+00:00,-37.8134000,144.9666370,error
235-251 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.199833+00:00,-37.8134390,144.9665080,error
247 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.012,2025-08-12T09:53:04.211494+00:00,-37.8135554,144.9661874,error
118 Bourke Street Melbourne VIC,False,error:ElementNotInteractableException,0.011,2025-08-12T09:53:04.222202+00:00,-37.8135830,144.9659920,error
286 Clarendon Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:04.232717+00:00,-37.8332750,144.9605640,error
46 Whiteman Street Melbourne VIC,False,error:ElementNotInteractableException,0.010,2025-08-12T09:53:04.243260+00:00,-37.8258050,144.9570170,error
